"mesh_term_lower","n_pmids","prop_total"
"thrombocythemia, essential",3601,0.000093651339055505570031
thrombocytopenia,31452,0.00081797331740454351
"thrombocytopenia, neonatal alloimmune",492,0.000012795462042573935144
thrombocytosis,3380,0.000087903783951016058513
thromboembolism,26099,0.00067875765009987222
thromboinflammation,137,0.000003562964024050059176
thrombolytic therapy,27538,0.00071618177587073379
thrombomodulin,3035,0.000078931356299211164966
thrombophilia,7688,0.00019994209793355369
thrombophlebitis,21731,0.00056515891391702070
thromboplastin,10742,0.00027936758792953092
thrombopoiesis,1185,0.000030818338456199416964
thrombopoietin,3467,0.000090166396141471205581
thrombosis,82267,0.00213952088588705269
thrombospondin 1,2257,0.000058697881768474332563
thrombospondins,2608,0.000067826351640310615563
thrombotic microangiopathies,1928,0.000050141566703419810891
thrombotic stroke,51,0.000001326358870266810350
thromboxane a2,5692,0.00014803205273644479
thromboxane-a synthase,1999,0.000051988066307124586085
thromboxane b2,7532,0.00019588500021273756
thromboxanes,3242,0.000084314812890294101094
thuja,225,0.000005851583251177104487
thulium,1028,0.000026735233698711392944
thumb,10333,0.00026873070993072454
thy-1 antigens,3288,0.000085511136577201420234
thylakoid membrane proteins,69,0.000001794485530360978709
thylakoids,3003,0.000078099131125710421217
thymalfasin,611,0.000015890299406529825962
thymectomy,8391,0.00021822504471389815
thymelaeaceae,621,0.000016150369773248808384
"thymic factor, circulating",606,0.000015760264223170334751
thymic stromal lymphopoietin,1315,0.000034199253223546188445
thymidine,33436,0.00086957127816158962
thymidine kinase,8297,0.00021578038326673972
thymidine monophosphate,685,0.000017814820120250295882
thymidine phosphorylase,1530,0.000039790766108004310510
thymidylate synthase,4470,0.00011625145392338514
thymine,7253,0.00018862903698127795
thymine dna glycosylase,240,0.000006241688801255578119
thymine nucleotides,2885,0.000075030300798426428642
thymocytes,1673,0.000043509772352085759140
thymol,2666,0.000069334759767280713608
thymolphthalein,57,0.000001482401090298199803
thymoma,8866,0.00023057838713304982
thymopentin,453,0.000011781187612369903700
thymopoietins,707,0.000018386974927032057210
thymosin,2712,0.000070531083454188032748
thymus extracts,1239,0.000032222718436481922041
thymus gland,47379,0.00123218739047786682
thymus hormones,1595,0.000041481223491677696251
thymus hyperplasia,982,0.000025538910011804073805
thymus neoplasms,10559,0.00027460830021857354
thymus plant,1384,0.000035993738753907167154
thyroglobulin,8985,0.00023367322449700571
thyroglossal cyst,1417,0.000036851970964079809146
"thyroid cancer, papillary",7863,0.00020449332935113588
"thyroid carcinoma, anaplastic",1149,0.000029882085136011080246
thyroid cartilage,1458,0.000037918259467627637075
thyroid crisis,1027,0.000026709226662039494702
thyroid diseases,18838,0.00048992055682521909
thyroid dysgenesis,474,0.000012327335382479766786
thyroidectomy,26535,0.00069009671808881986
thyroid epithelial cells,236,0.000006137660654567985151
thyroid function tests,15649,0.00040698411687853559
thyroid gland,61305,0.00159436138317072174
thyroid hormone-binding proteins,796,0.000020701601190831000762
thyroid hormone receptors alpha,594,0.000015448179783107555845
thyroid hormone receptors beta,914,0.000023770431518114993338
thyroid hormone resistance syndrome,487,0.000012665426859214443934
thyroid hormones,22936,0.00059649739310665808
thyroiditis,4675,0.00012158289644112428
"thyroiditis, autoimmune",7526,0.00019572895799270617
"thyroiditis, subacute",808,0.000021013685630893779668
"thyroiditis, suppurative",312,0.000008114195441632251555
thyroid neoplasms,61044,0.00158757354659935629
thyroid nodule,8543,0.00022217811428802668
thyroid nuclear factor 1,1447,0.000037632182064236756411
thyroid (usp),346,0.000008998434688476791789
thyronines,993,0.000025824987415194954468
thyrotoxicosis,4384,0.00011401484876960189
thyrotrophs,215,0.000005591512884458122065
thyrotropin,33528,0.00087196392553540426
thyrotropin alfa,104,0.000002704731813877417185
"thyrotropin, beta subunit",192,0.000004993351041004462495
thyrotropin-releasing hormone,12912,0.00033580285750755010
thyroxine,39956,0.00103913715726236616
thyroxine-binding globulin,111,0.000002886781070580704880
thyroxine-binding proteins,2741,0.000071285287517673081770
thysanoptera,964,0.000025070783351709905446
tiagabine,544,0.000014147827949512643737
tiapamil hydrochloride,410,0.000010662885035478279287
tiapride hydrochloride,29,0.000000754204063485049023
tibet,4876,0.00012681031081217583
tibia,41128,0.00106961740424183090
tibial arteries,1872,0.000048685172649793509330
tibial fractures,17648,0.00045897218318566018
tibial meniscus injuries,5336,0.00013877354768124902
tibial nerve,4773,0.00012413158603497031
tibial neuropathy,161,0.000004187132904175616988
tibial plateau fractures,212,0.000005513491774442427339
tibiofemoral joint,16,0.000000416112586750371875
ticagrelor,2718,0.000070687125674219422201
ticarcillin,1018,0.000026475163331992410523
tic disorders,1950,0.000050713721510201572219
tick bites,662,0.000017216658276796636312
tick-borne diseases,3172,0.000082494320323261224143
tick control,1340,0.000034849429140343644499
tick infestations,5444,0.00014158230764181403
tick paralysis,303,0.000007880132111585167376
ticks,13953,0.00036287618268299617
tick toxicoses,170,0.000004421196234222701168
ticlopidine,10316,0.00026828859030730227
ticrynafen,208,0.000005409463627754834370
tics,1295,0.000033679112490108223602
tidal volume,11150,0.00028997845889166540
tidal waves,401,0.000010428821705431195108
tietze's syndrome,384,0.000009986702082008924991
tigecycline,2192,0.000057007424384800946823
tigers,633,0.000016462454213311587290
tight junction proteins,1721,0.000044758110112336874764
tight junctions,7936,0.00020639184302818445
tilapia,2799,0.000072793695644643179816
tiletamine,368,0.000009570589495258553116
tilia,265,0.000006891864718053034173
tiliaceae,31,0.000000806218136828845507
tilidine,148,0.000003849041427440939840
tillandsia,108,0.000002808759960565010154
tilorone,342,0.000008894406541789198820
tilt-table test,2908,0.000075628462641880088212
timbre perception,39,0.000001014274430204031444
time,14455,0.00037593171509228909
time and motion studies,5815,0.00015123091824708828
time factors,1247260,0.03243753655939180152
time-lapse imaging,3677,0.000095627873842569836436
time management,3036,0.000078957363335883063209
"time out, healthcare",35,0.000000910246283516438476
time perception,10393,0.00027029113213103843
time pressure,19,0.000000494133696766066601
time-to-pregnancy,349,0.000009076455798492486515
time-to-treatment,11033,0.00028693563560105331
timolol,3942,0.00010251973856062287
timor-leste,304,0.000007906139148257065618
tin,3796,0.000098722711206525727253
tin compounds,3131,0.000081428031819713396214
tinea,6542,0.00017013803390755830
tinea capitis,1977,0.000051415911500342824757
tinea cruris,15,0.000000390105550078473632
tinea favosa,264,0.000006865857681381135931
tinea pedis,1442,0.000037502146880877265200
tinea versicolor,1032,0.000026839261845398985913
tin fluorides,970,0.000025226825571741294899
tinidazole,998,0.000025955022598554445679
tinnitus,9995,0.00025994033153562293
tinospora,408,0.000010610870962134482803
tin polyphosphates,205,0.000005331442517739139644
tin radioisotopes,53,0.000001378372943610606835
tinzaparin,354,0.000009206490981851977726
tiopronin,897,0.000023328311894692723221
tiotropium bromide,1319,0.000034303281370233781414
tirapazamine,515,0.000013393623886027594714
tirofiban,1255,0.000032638831023232293915
tirzepatide,253,0.000006579780277990255267
tissue adhesions,13856,0.00036035350012582204
tissue adhesives,7377,0.00019185390952859333
tissue and organ harvesting,10042,0.00026116266225920215
tissue and organ procurement,21929,0.00057030830717805655
tissue array analysis,9049,0.00023533767484400719
tissue banks,4341,0.00011289654619271027
"tissue conditioning, dental",362,0.000009414547275227163663
tissue culture techniques,16821,0.00043746436385800033
tissue distribution,93973,0.00244395925716829351
tissue donors,46282,0.00120365767124879444
tissue embedding,1550,0.000040310906841442275354
tissue engineering,48409,0.00125897463824992200
tissue expansion,2581,0.000067124161650169363024
tissue expansion devices,1961,0.000050999798913592452883
tissue extracts,15303,0.00039798568219005880
tissue fixation,7468,0.00019422054986573607
tissue inhibitor of metalloproteinase-1,6480,0.00016852559763390061
tissue inhibitor of metalloproteinase-2,3958,0.00010293585114737324
tissue inhibitor of metalloproteinase-3,1347,0.000035031478397046932194
tissue inhibitor of metalloproteinase-4,286,0.000007438012488162897259
tissue inhibitor of metalloproteinases,3671,0.000095471831622538446983
tissue kallikreins,825,0.000021455805254316049785
tissue plasminogen activator,21172,0.00055062098041742958
tissue polypeptide antigen,801,0.000020831636374190491973
tissue preservation,10877,0.00028287853788023718
tissues,981,0.000025512902975132175562
tissue scaffolds,32601,0.00084785540254055459
tissue survival,3391,0.000088189861354406939177
"tissue therapy, historical",182,0.000004733280674285480074
tissue transplantation,2618,0.000068086422007029597984
titanium,49634,0.00129083325817299735
tithonia,16,0.000000416112586750371875
titrimetry,3301,0.000085849228053936097382
t lineage-specific activation antigen 1,392,0.000010194758375384110928
t-lymphocytes,180394,0.00469151337339041150
"t-lymphocytes, cytotoxic",29439,0.00076562115258401235
"t-lymphocytes, helper-inducer",16270,0.00042313448665178440
"t-lymphocytes, regulatory",39227,0.00102017802752855235
t-lymphocyte subsets,29477,0.00076660941997754448
"t-lymphocytopenia, idiopathic cd4-positive",284,0.000007385998414819100774
t-lymphoma invasion and metastasis-inducing protein 1,382,0.000009934688008665128506
tnf receptor-associated death domain protein,206,0.000005357449554411037886
tnf receptor-associated factor 1,519,0.000013497652032715187683
tnf receptor-associated factor 2,1143,0.000029726042915979690793
tnf receptor-associated factor 3,675,0.000017554749753531313460
tnf receptor-associated factor 4,163,0.000004239146977519413473
tnf receptor-associated factor 5,155,0.000004031090684144227535
tnf receptor-associated factor 6,2115,0.000055004882561064782176
tnf-related apoptosis-inducing ligand,6167,0.00016038539515559646
tobacco control,225,0.000005851583251177104487
tobacco industry,5195,0.00013510655551051137
tobacco mosaic satellite virus,37,0.000000962260356860234960
tobacco mosaic virus,4383,0.00011398884173293000
tobacco necrosis satellite virus,19,0.000000494133696766066601
tobacco products,12899,0.00033546476603081543
"tobacco, smokeless",4286,0.00011146615917575587
tobacco smoke pollution,15114,0.00039307035225907003
tobacco smoking,2685,0.000069828893464046780209
tobacco use,4010,0.00010428821705431195
tobacco use cessation,1562,0.000040622991281505054260
tobacco use cessation devices,2748,0.000071467336774376369466
tobacco use disorder,12765,0.00033197982311678106
"tobacco, waterpipe",161,0.000004187132904175616988
tobamovirus,600,0.000015604222003138945298
tobramycin,4755,0.00012366345937487614
"tobramycin, dexamethasone drug combination",8,0.000000208056293375185937
tocainide,378,0.000009830659861977535538
tocolysis,953,0.000024784705948319024782
tocolytic agents,1949,0.000050687714473529673977
tocopherols,3478,0.000090452473544862086245
tocotrienols,879,0.000022860185234598554862
todralazine,47,0.000001222330723579217382
toe joint,1385,0.000036019745790579065397
toe phalanges,379,0.000009856666898649433780
toes,11149,0.00028995245185499350
togaviridae,174,0.000004525224380910294136
togaviridae infections,629,0.000016358426066623994321
togo,1349,0.000035083492470390728679
toilet facilities,2019,0.000052508207040562550928
toilet training,847,0.000022027960061097811113
token economy,953,0.000024784705948319024782
tokyo,3255,0.000084652904367028778242
tolazamide,169,0.000004395189197550802926
tolazoline,1126,0.000029283923292557420676
tolbutamide,5297,0.00013775927325104499
tolcapone,376,0.000009778645788633739054
toll-like receptor 1,711,0.000018491003073719650178
toll-like receptor 10,155,0.000004031090684144227535
toll-like receptor 2,8779,0.00022831577494259467
toll-like receptor 3,3090,0.000080361743316165568285
toll-like receptor 4,20418,0.00053101167476681831
toll-like receptor 5,1159,0.000030142155502730062668
toll-like receptor 6,488,0.000012691433895886342176
toll-like receptor 7,2820,0.000073339843414753042901
toll-like receptor 8,1013,0.000026345128148632919312
toll-like receptor 9,4150,0.00010792920218837770
toll-like receptor agonists,15,0.000000390105550078473632
toll-like receptors,13957,0.00036298021082968377
tolloid-like metalloproteinases,152,0.000003953069574128532809
tolmetin,1300,0.000033809147673467714813
tolnaftate,197,0.000005123386224363953706
tolonium chloride,1958,0.000050921777803576758156
tolosa-hunt syndrome,273,0.000007099921011428220111
tolperisone,164,0.000004265154014191311715
tolterodine tartrate,722,0.000018777080477110530842
toluene,9346,0.00024306176473556097
"toluene 2,4-diisocyanate",944,0.000024550642618271940602
toluidines,2323,0.000060414346188819616546
tolvaptan,1035,0.000026917282955414680639
tomatine,250,0.000006501759167974560541
tombusviridae,298,0.000007750096928225676165
tombusvirus,432,0.000011235039842260040615
tomography,12299,0.00031986054402767648
"tomography, emission-computed",24616,0.00064018921471544713
"tomography, emission-computed, single-photon",33638,0.00087482469956931307
"tomography, optical",1828,0.000047540863036229986675
"tomography, optical coherence",52874,0.00137509605698994766
"tomography scanners, x-ray computed",3665,0.000095315789402507057530
"tomography, spiral computed",7612,0.00019796556314648942
"tomography, x-ray",5333,0.00013869552657123333
"tomography, x-ray computed",435181,0.01131776822591334892
tonga,300,0.000007802111001569472649
tongue,21184,0.00055093306485749236
tongue diseases,4130,0.00010740906145493974
"tongue, fissured",277,0.000007203949158115813079
tongue habits,931,0.000024212551141537263454
"tongue, hairy",217,0.000005643526957801918549
tongue neoplasms,11233,0.00029213704293543295
tonic pupil,211,0.000005487484737770529097
"tonometry, ocular",12012,0.00031239652450284168
tonsillar neoplasms,2919,0.000075914540045270968876
tonsillectomy,11249,0.00029255315552218333
tonsillitis,7398,0.00019240005729870320
tool use behavior,1143,0.000029726042915979690793
toona,44,0.000001144309613563522655
tooth,26227,0.00068208655079387520
tooth abnormalities,6084,0.00015822681111182891
tooth abrasion,2759,0.000071753414177767250129
toothache,2979,0.000077474962245584863405
tooth ankylosis,490,0.000012743447969230138660
tooth apex,3136,0.000081558067003072887425
"tooth, artificial",2524,0.000065641760559871163221
tooth attrition,853,0.000022184002281129200566
tooth avulsion,2581,0.000067124161650169363024
tooth bleaching,3347,0.000087045551740843416522
tooth bleaching agents,1062,0.000027619472945555933178
toothbrushing,8579,0.00022311436760821502
tooth calcification,1886,0.000049049271163200084721
tooth cervix,1778,0.000046240511202635074567
tooth crown,3482,0.000090556501691549679214
"tooth, deciduous",13479,0.00035054884730051641
tooth demineralization,2627,0.000068320485337076682164
tooth discoloration,3371,0.000087669720620968974333
tooth diseases,6843,0.00017796615194579967
tooth erosion,3236,0.000084158770670262711641
tooth eruption,6001,0.00015606822706806135
"tooth eruption, ectopic",1577,0.000041013096831583527892
tooth exfoliation,691,0.000017970862340281685335
tooth extraction,21432,0.00055738280995212313
tooth fractures,6616,0.00017206255462127877
tooth germ,2984,0.000077604997428944354616
"tooth, impacted",7985,0.00020766618782510746
tooth injuries,3371,0.000087669720620968974333
tooth loss,4787,0.00012449568454837689
tooth migration,1001,0.000026033043708570140406
tooth mobility,2680,0.000069698858280687288998
tooth movement techniques,10361,0.00026945890695753769
"tooth, nonvital",2498,0.000064965577606401808925
toothpastes,3973,0.00010332595669745172
tooth permeability,297,0.000007724089891553777923
tooth preparation,788,0.000020493544897455814825
"tooth preparation, prosthodontic",1410,0.000036669921707376521451
tooth remineralization,2362,0.000061428620619023647990
tooth replantation,2128,0.000055342974037799459324
tooth resorption,1048,0.000027255374432149357787
tooth root,14736,0.00038323969239709250
tooth socket,3091,0.000080387750352837466528
"tooth, supernumerary",2474,0.000064341408726276251113
"tooth, unerupted",1814,0.000047176764522823411285
tooth wear,1294,0.000033653105453436325360
topiramate,3173,0.000082520327359933122385
"topography, medical",1281,0.000033315013976701648212
topoisomerase ii inhibitors,4124,0.00010725301923490835
topoisomerase i inhibitors,3424,0.000089048093564579581168
topoisomerase inhibitors,521,0.000013549666106058984167
topotecan,2345,0.000060986500995601377874
toremifene,584,0.000015188109416388573424
tornadoes,244,0.000006345716947943171088
torovirus,113,0.000002938795143924501364
torovirus infections,56,0.000001456394053626301561
torpedo,2959,0.000076954821512146898562
torpor,353,0.000009180483945180079484
torque,11370,0.00029570000695948301
torque teno virus,892,0.000023198276711333232010
torsades de pointes,2779,0.000072273554911205214973
torsemide,426,0.000011078997622228651162
tor serine-threonine kinases,29494,0.00076705153960096675
torsion abnormality,6565,0.00017073619575101196
"torsion, mechanical",1001,0.000026033043708570140406
torso,5361,0.00013942372359804648
torticollis,4101,0.00010665485739145469
torture,2373,0.000061714698022414528654
torulaspora,142,0.000003692999207409550387
tospovirus,532,0.000013835743509449864831
tosylarginine methyl ester,189,0.000004915329930988767769
tosyl compounds,3272,0.000085095023990451048359
tosyllysine chloromethyl ketone,389,0.000010116737265368416202
tosylphenylalanyl chloromethyl ketone,477,0.000012405356492495461512
total disc replacement,954,0.000024810712984990923024
total lung capacity,2384,0.000062000775425805409318
total quality management,12815,0.00033328017495037597
totipotent stem cells,262,0.000006813843608037339447
totiviridae,154,0.000004005083647472329293
totivirus,66,0.000001716464420345283983
touch,18965,0.00049322345048255016
touch perception,4780,0.00012431363529167360
tourette syndrome,4985,0.00012964507780941274
tourism,915,0.000023796438554786891580
tourniquets,4439,0.00011544523578655630
toxaphene,445,0.000011573131318994717763
toxascariasis,36,0.000000936253320188336718
toxascaris,94,0.000002444661447158434763
toxemia,2444,0.000063561197626119303848
toxicity tests,18060,0.00046968708229448225
"toxicity tests, acute",4432,0.00011526318652985301
"toxicity tests, chronic",1607,0.000041793307931740475157
"toxicity tests, subacute",432,0.000011235039842260040615
"toxicity tests, subchronic",704,0.000018308953817016362483
toxicodendron,383,0.000009960695045337026749
toxicogenetics,1048,0.000027255374432149357787
toxicokinetics,1133,0.000029465972549260708371
toxicological phenomena,39,0.000001014274430204031444
toxicology,27386,0.00071222870629660526
toxic optic neuropathy,80,0.000002080562933751859373
toxiferine,274,0.000007125928048100118353
toxin-antitoxin systems,419,0.000010896948365525363467
"toxins, biological",11126,0.00028935429001153984
toxocara,1515,0.000039400660557925836878
toxocara canis,1099,0.000028581733302416168138
toxocariasis,2148,0.000055863114771237424167
toxoids,1114,0.000028971838852494641770
toxoplasma,16619,0.00043221094245027689
toxoplasmosis,12820,0.00033341021013373546
"toxoplasmosis, animal",6123,0.00015924108554203294
"toxoplasmosis, cerebral",1409,0.000036643914670704623208
"toxoplasmosis, congenital",2813,0.000073157794158049755206
"toxoplasmosis, ocular",2020,0.000052534214077234449170
toyocamycin,122,0.000003172858473971585544
t-phages,3068,0.000079789588509383806958
trabectedin,704,0.000018308953817016362483
trabecular meshwork,4793,0.00012465172676840827
trabeculectomy,6891,0.00017921448970605079
trace amine-associated receptors,3,0.000000078021110015694726
trace elements,21041,0.00054721405861341091
trachea,39323,0.00102267470304905458
tracheal diseases,3948,0.00010267578078065426
tracheal neoplasms,3963,0.00010306588633073273
tracheal stenosis,6302,0.00016389634510630272
tracheitis,1581,0.000041117124978271120861
trachelectomy,257,0.000006683808424677848236
tracheobronchomalacia,287,0.000007464019524834795501
tracheobronchomegaly,221,0.000005747555104489511518
tracheoesophageal fistula,4188,0.00010891746958190984
tracheomalacia,329,0.000008556315065054521672
tracheophyta,3791,0.000098592676023166236042
tracheostomy,9331,0.00024267165918548250
tracheotomy,8655,0.00022509090239527929
trachoma,4254,0.00011063393400225512
track and field,1120,0.000029127881072526031223
traction,7825,0.00020350506195760374
tradescantia,241,0.000006267695837927476361
traditional medicine practitioners,61,0.000001586429236985792772
traditional pulse diagnosis,6,0.000000156042220031389453
traffic-related pollution,245,0.000006371723984615069330
tragacanth,247,0.000006423738057958865814
trager duck spleen necrosis virus,14,0.000000364098513406575390
tragopogon,51,0.000001326358870266810350
trail making test,1008,0.000026215092965273428101
trained immunity,184,0.000004785294747629276558
training support,6357,0.00016532673212325713
tramadol,3931,0.00010223366115723199
trametes,1085,0.000028217634789009592747
tranexamic acid,5553,0.00014441707463905094
tranquilizing agents,11948,0.00031073207415584020
"trans-1,4-bis(2-chlorobenzaminomethyl)cyclohexane dihydrochloride",153,0.000003979076610800431051
transactinide series elements,3,0.000000078021110015694726
transactional analysis,332,0.000008634336175070216398
trans-activators,50418,0.00131122277492376557
transaldolase,369,0.000009596596531930451358
transaminases,13664,0.00035536014908481758
transanal endoscopic microsurgery,263,0.000006839850644709237689
transanal endoscopic surgery,837,0.000021767889694378828691
transcatheter aortic valve replacement,12742,0.00033138166127332740
transcaucasia,68,0.000001768478493689080467
transcellular cell migration,35,0.000000910246283516438476
trans-cinnamate 4-monooxygenase,154,0.000004005083647472329293
transcobalamins,1136,0.000029543993659276403098
transcortin,1705,0.000044341997525586502889
transcranial direct current stimulation,5968,0.00015520999485788871
transcranial magnetic stimulation,16603,0.00043179482986352651
transcription activator-like effector nucleases,441,0.000011469103172307124794
transcription activator-like effectors,223,0.000005799569177833308002
transcriptional activation,41109,0.00106912327054506484
transcriptional coactivator with pdz-binding motif proteins,682,0.000017736799010234601156
transcriptional elongation factors,1897,0.000049335348566590965384
transcriptional regulator erg,1308,0.000034017203966842900750
"transcription elongation, genetic",526,0.000013679701289418475378
transcription factor 3,118,0.000003068830327283992575
transcription factor 4,868,0.000022574107831207674198
transcription factor 7-like 1 protein,497,0.000012925497225933426355
transcription factor 7-like 2 protein,1276,0.000033184978793342157001
transcription factor ap-1,10080,0.00026215092965273428
transcription factor ap-2,1728,0.000044940159369040162459
transcription factor brn-3,151,0.000003927062537456634567
transcription factor brn-3a,287,0.000007464019524834795501
transcription factor brn-3b,165,0.000004291161050863209957
transcription factor brn-3c,137,0.000003562964024050059176
transcription factor chop,3125,0.000081271989599682006761
transcription factor dp1,965,0.000025096790388381803688
transcription factor hes-1,1293,0.000033627098416764427118
transcription factor mtf-1,265,0.000006891864718053034173
transcription factor pit-1,804,0.000020909657484206186700
transcription factor rela,8019,0.00020855042707195200
transcription factor relb,753,0.000019583298613939376349
transcription factors,200976,0.00522679020217142112
"transcription factors, general",334,0.000008686350248414012883
"transcription factors, tfii",1226,0.000031884626959747244893
"transcription factors, tfiii",327,0.000008504300991710725187
transcription factor tfiia,293,0.000007620061744866184954
transcription factor tfiib,629,0.000016358426066623994321
transcription factor tfiid,1544,0.000040154864621410885901
transcription factor tfiih,833,0.000021663861547691235722
transcription factor tfiiia,708,0.000018412981963703955452
transcription factor tfiiib,312,0.000008114195441632251555
transcription factor tfiiic,266,0.000006917871754724932416
"transcription, genetic",175632,0.00456766786475883207
"transcription initiation, genetic",495,0.000012873483152589629871
transcription initiation site,3847,0.00010004907007679254
"transcription termination, genetic",460,0.000011963236869073191395
transcriptome,77148,0.00200639086516360559
transcultural nursing,3478,0.000090452473544862086245
transcutaneous electric nerve stimulation,6067,0.00015778469148840664
transcytosis,790,0.000020545558970799611309
transdermal patch,1761,0.000045798391579212804450
transducers,15664,0.00040737422242861407
"transducers, pressure",2653,0.000068996668290546036460
transducin,1645,0.000042781575325272608359
"transduction, genetic",18832,0.00048976451460518770
transendothelial and transepithelial migration,987,0.000025668945195163565015
trans fatty acids,1322,0.000034381302480249476140
transfection,148237,0.00385520509513217972
transfer agreement,259,0.000006735822498021644720
transferases,8767,0.00022800369050253189
transferases (other substituted phosphate groups),1692,0.000044003906048851825741
"transference, psychology",4934,0.00012831871893914593
transfer factor,1161,0.000030194169576073859152
"transfer, psychology",4760,0.00012379349455823563
transferrin,17821,0.00046347140052989857
transferrin-binding protein a,42,0.000001092295540219726171
transferrin-binding protein b,97,0.000002522682557174129490
transferrin-binding proteins,303,0.000007880132111585167376
transferrins,319,0.000008296244698335539250
transfer rna aminoacylation,854,0.000022210009317801098808
"transformation, bacterial",6227,0.00016194581735591035
"transformation, genetic",17711,0.00046061062649598977
transforming growth factor alpha,4323,0.00011242841953261610
transforming growth factor beta,51414,0.00133712578344897622
transforming growth factor beta1,24370,0.00063379148369416016
transforming growth factor beta2,1931,0.000050219587813435505618
transforming growth factor beta3,1349,0.000035083492470390728679
transforming growth factors,2765,0.000071909456397798639582
transfusion medicine,439,0.000011417089098963328310
transfusion reaction,16734,0.00043520175166754518
transfusion-related acute lung injury,160,0.000004161125867503718746
transgender persons,8572,0.00022293231835151173
transgenes,19470,0.00050635700400185877
transglutaminases,7433,0.00019331030358221963
trans-golgi network,1714,0.000044576060855633587068
transient receptor potential channels,3009,0.000078255173345741810670
transients and migrants,15363,0.00039954610439037269
transient tachypnea of the newborn,176,0.000004577238454254090621
transillumination,1643,0.000042729561251928811875
"transistors, electronic",2941,0.000076486694852052730203
transitional care,1430,0.000037190062440814486294
transition elements,2363,0.000061454627655695546233
transition temperature,5528,0.00014376689872225348
transition to adult care,2479,0.000064471443909635742324
transketolase,1505,0.000039140590191206854456
translating,6306,0.00016400037325299032
"translational research, biomedical",13644,0.00035484000835137962
"translational science, biomedical",437,0.000011365075025619531825
translations,7577,0.00019705531686297298
translesion dna synthesis,20,0.000000520140733437964843
"translocation, genetic",28507,0.00074138259440580319
transmembrane activator and caml interactor protein,385,0.000010012709118680823233
transmissible gastroenteritis virus,888,0.000023094248564645639041
transmyocardial laser revascularization,24,0.000000624168880125557812
transplantation,9027,0.00023476552003722543
"transplantation, autologous",55310,0.00143844919832269177
transplantation chimera,3807,0.000099008788609916607917
transplantation conditioning,13736,0.00035723265572519425
"transplantation, haploidentical",678,0.000017632770863547008187
"transplantation, heterologous",34089,0.00088655387310833918
"transplantation, heterotopic",3422,0.000088996079491235784684
"transplantation, homologous",87667,0.00227995888391530320
transplantation immunology,15957,0.00041499428417348025
"transplantation, isogeneic",4981,0.00012954104966272514
transplantation tolerance,2730,0.000070999210114282201107
transplant donor site,1023,0.000026605198515351901733
transplant recipients,8801,0.00022888792974937643
transplants,5899,0.00015341550932752773
transportation,12521,0.00032563410616883789
transportation facilities,61,0.000001586429236985792772
transportation of patients,9805,0.00025499899456796226
transport vesicles,2723,0.000070817160857578913411
transposases,2890,0.000075160335981785919853
transposition of great vessels,7818,0.00020332301270090046
transposon resolvases,92,0.000002392647373814638279
transsexualism,4780,0.00012431363529167360
trans-splicing,564,0.000014667968682950608580
transtheoretical model,146,0.000003797027354097143356
transtympanic micropressure treatment,11,0.000000286077403390880664
transurethral resection of bladder,81,0.000002106569970423757615
transurethral resection of prostate,4008,0.00010423620298096815
transverse sinuses,389,0.000010116737265368416202
transvestism,648,0.000016852559763390060922
tranylcypromine,1803,0.000046890687119432530621
trapezium bone,750,0.000019505277503923681623
trapezoid body,76,0.000001976534787064266404
trapezoid bone,150,0.000003901055500784736325
trapidil,278,0.000007229956194787711321
trastuzumab,9570,0.00024888734095006618
trauma and stressor related disorders,124,0.000003224872547315382028
trauma centers,14277,0.00037130246256469120
"trauma, nervous system",1448,0.000037658189100908654653
trauma nursing,71,0.000001846499603704775194
trauma severity indices,9117,0.00023710615333769627
traumatology,3953,0.00010280581596401375
travel,28710,0.00074666202285019853
travel medicine,861,0.000022392058574504386503
travel nursing,28,0.000000728197026813150781
travel-related illness,1126,0.000029283923292557420676
travoprost,497,0.000012925497225933426355
trazodone,1479,0.000038464407237737500160
treatment adherence and compliance,1154,0.000030012120319370571457
treatment delay,79,0.000002054555897079961131
treatment effect heterogeneity,43,0.000001118302576891624413
treatment failure,38117,0.00099131021682274530
treatment interruption,32,0.000000832225173500743749
treatment outcome,1235588,0.03213398242735740524
treatment refusal,12259,0.00031882026256080055
treatment switching,28,0.000000728197026813150781
trees,32486,0.00084486459332328629
trefoil factor-1,828,0.000021533826364331744511
trefoil factor-2,673,0.000017502735680187516976
trefoil factor-3,725,0.000018855101587126225569
trefoil factors,41,0.000001066288503547827929
trehalase,904,0.000023510361151396010916
trehalose,5022,0.00013060733816627297
trema,29,0.000000754204063485049023
trematoda,8112,0.00021096908148243854
trematode infections,5682,0.00014777198236972581
tremor,11313,0.00029421760586918481
tremorine,379,0.000009856666898649433780
trenbolone acetate,655,0.000017034609020093348617
trench fever,253,0.000006579780277990255267
trephining,1772,0.000046084468982603685114
treponema,1924,0.000050037538556732217923
treponema denticola,743,0.000019323228247220393928
treponema immobilization test,823,0.000021403791180972253301
treponemal infections,1011,0.000026293114075289122827
treponema pallidum,4708,0.00012244112865129692
tretinoin,24093,0.00062658753453604435
tretoquinol,141,0.000003666992170737652145
triacetin,194,0.000005045365114348258980
triacetoneamine-n-oxyl,135,0.000003510949950706262692
triage,15977,0.00041551442490691822
trialkyltin compounds,2030,0.000052794284443953431592
triallate,47,0.000001222330723579217382
trial of labor,1470,0.000038230343907690415980
triamcinolone,4112,0.00010694093479484557
